Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Home_Win
Mon Feb 6 2012,7:00p,Los Angeles Clippers,107,Orlando Magic,102,Box Score,OT,18846,,0
Mon Feb 6 2012,7:00p,Los Angeles Lakers,90,Philadelphia 76ers,95,Box Score,,20064,,1
Mon Feb 6 2012,7:00p,Toronto Raptors,108,Washington Wizards,111,Box Score,OT,14687,,1
Mon Feb 6 2012,7:30p,Phoenix Suns,99,Atlanta Hawks,90,Box Score,,11823,,0
Mon Feb 6 2012,7:30p,Chicago Bulls,108,New Jersey Nets,87,Box Score,,15327,,0
Mon Feb 6 2012,7:30p,Utah Jazz,88,New York Knicks,99,Box Score,,19763,,1
Mon Feb 6 2012,8:00p,San Antonio Spurs,89,Memphis Grizzlies,84,Box Score,,13527,,0
Mon Feb 6 2012,8:00p,Sacramento Kings,100,New Orleans Hornets,92,Box Score,,13222,,0
Mon Feb 6 2012,9:00p,Houston Rockets,99,Denver Nuggets,90,Box Score,,14501,,0
Mon Feb 6 2012,10:00p,Oklahoma City Thunder,111,Portland Trail Blazers,107,Box Score,OT,20559,,0
Tue Feb 7 2012,7:00p,Utah Jazz,99,Indiana Pacers,104,Box Score,,11006,,1
Tue Feb 7 2012,7:30p,Charlotte Bobcats,84,Boston Celtics,94,Box Score,,18624,,1
Tue Feb 7 2012,7:30p,Cleveland Cavaliers,91,Miami Heat,107,Box Score,,20078,,1
Tue Feb 7 2012,8:00p,Phoenix Suns,107,Milwaukee Bucks,105,Box Score,,13203,,0
Tue Feb 7 2012,8:00p,Sacramento Kings,84,Minnesota Timberwolves,86,Box Score,,14073,,1
Tue Feb 7 2012,10:30p,Oklahoma City Thunder,119,Golden State Warriors,116,Box Score,,17971,,0
Wed Feb 8 2012,7:00p,Los Angeles Clippers,92,Cleveland Cavaliers,99,Box Score,,17100,,1
Wed Feb 8 2012,7:00p,Miami Heat,89,Orlando Magic,102,Box Score,,18972,,1
Wed Feb 8 2012,7:00p,San Antonio Spurs,100,Philadelphia 76ers,90,Box Score,,18070,,0
Wed Feb 8 2012,7:00p,Milwaukee Bucks,105,Toronto Raptors,99,Box Score,,15291,,0
Wed Feb 8 2012,7:00p,New York Knicks,107,Washington Wizards,93,Box Score,,17376,,0
Wed Feb 8 2012,7:30p,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,16288,,1
Wed Feb 8 2012,7:30p,Detroit Pistons,99,New Jersey Nets,92,Box Score,,10145,,0
Wed Feb 8 2012,8:00p,Minnesota Timberwolves,80,Memphis Grizzlies,85,Box Score,,13287,,1
Wed Feb 8 2012,8:00p,Chicago Bulls,90,New Orleans Hornets,67,Box Score,,15456,,0
Wed Feb 8 2012,9:00p,Dallas Mavericks,105,Denver Nuggets,95,Box Score,,15970,,0
Wed Feb 8 2012,10:00p,Houston Rockets,103,Portland Trail Blazers,96,Box Score,,20350,,0
Thu Feb 9 2012,8:00p,Los Angeles Lakers,88,Boston Celtics,87,Box Score,OT,18624,,0
Thu Feb 9 2012,9:00p,Golden State Warriors,109,Denver Nuggets,101,Box Score,,14960,,0
Thu Feb 9 2012,9:00p,Houston Rockets,96,Phoenix Suns,89,Box Score,,16122,,0
Thu Feb 9 2012,10:30p,Oklahoma City Thunder,101,Sacramento Kings,106,Box Score,,17317,,1
Fri Feb 10 2012,7:00p,Chicago Bulls,95,Charlotte Bobcats,64,Box Score,,19379,,0
Fri Feb 10 2012,7:00p,Atlanta Hawks,89,Orlando Magic,87,Box Score,OT,18846,,0
Fri Feb 10 2012,7:00p,Los Angeles Clippers,78,Philadelphia 76ers,77,Box Score,,20539,,0
Fri Feb 10 2012,7:00p,Boston Celtics,74,Toronto Raptors,86,Box Score,,19207,,1
Fri Feb 10 2012,7:00p,Miami Heat,106,Washington Wizards,89,Box Score,,20282,,0
Fri Feb 10 2012,7:30p,Milwaukee Bucks,113,Cleveland Cavaliers,112,Box Score,OT,15195,,0
Fri Feb 10 2012,7:30p,New Jersey Nets,92,Detroit Pistons,109,Box Score,,14320,,1
Fri Feb 10 2012,8:00p,Indiana Pacers,92,Memphis Grizzlies,98,Box Score,,16281,,1
Fri Feb 10 2012,8:00p,Dallas Mavericks,104,Minnesota Timberwolves,97,Box Score,,17119,,0
Fri Feb 10 2012,8:00p,Portland Trail Blazers,94,New Orleans Hornets,86,Box Score,,14421,,0
Fri Feb 10 2012,8:00p,Los Angeles Lakers,85,New York Knicks,92,Box Score,,19763,,1
Fri Feb 10 2012,10:30p,Oklahoma City Thunder,101,Utah Jazz,87,Box Score,,19911,,0
Sat Feb 11 2012,7:00p,Los Angeles Clippers,111,Charlotte Bobcats,86,Box Score,,19110,,0
Sat Feb 11 2012,7:00p,Denver Nuggets,113,Indiana Pacers,109,Box Score,,15313,,0
Sat Feb 11 2012,7:30p,Philadelphia 76ers,99,Cleveland Cavaliers,84,Box Score,,17155,,0
Sat Feb 11 2012,8:00p,New York Knicks,100,Minnesota Timberwolves,98,Box Score,,20232,,0
Sat Feb 11 2012,8:00p,San Antonio Spurs,103,New Jersey Nets,89,Box Score,,15272,,0
Sat Feb 11 2012,8:30p,Portland Trail Blazers,94,Dallas Mavericks,97,Box Score,2OT,20457,,1
Sat Feb 11 2012,9:00p,Orlando Magic,99,Milwaukee Bucks,94,Box Score,,17723,,0
Sat Feb 11 2012,10:00p,Phoenix Suns,98,Sacramento Kings,84,Box Score,,16964,,0
Sun Feb 12 2012,1:00p,Los Angeles Lakers,94,Toronto Raptors,92,Box Score,,19311,,0
Sun Feb 12 2012,3:30p,Chicago Bulls,91,Boston Celtics,95,Box Score,,18624,,1
Sun Feb 12 2012,6:00p,Washington Wizards,98,Detroit Pistons,77,Box Score,,12654,,0
Sun Feb 12 2012,7:00p,Miami Heat,107,Atlanta Hawks,87,Box Score,,18371,,0
Sun Feb 12 2012,9:00p,Houston Rockets,97,Golden State Warriors,106,Box Score,,19596,,1
Sun Feb 12 2012,9:30p,Utah Jazz,98,Memphis Grizzlies,88,Box Score,,14424,,0
Mon Feb 13 2012,7:00p,Philadelphia 76ers,98,Charlotte Bobcats,89,Box Score,,13773,,0
Mon Feb 13 2012,7:00p,Minnesota Timberwolves,89,Orlando Magic,102,Box Score,,18846,,1
Mon Feb 13 2012,8:00p,Miami Heat,114,Milwaukee Bucks,96,Box Score,,16749,,0
Mon Feb 13 2012,8:00p,Utah Jazz,80,New Orleans Hornets,86,Box Score,,13562,,1
Mon Feb 13 2012,8:30p,Los Angeles Clippers,92,Dallas Mavericks,96,Box Score,,20436,,1
Mon Feb 13 2012,10:30p,Phoenix Suns,96,Golden State Warriors,102,Box Score,,19106,,1
Tue Feb 14 2012,7:00p,Miami Heat,105,Indiana Pacers,90,Box Score,,18165,,0
Tue Feb 14 2012,7:00p,New York Knicks,90,Toronto Raptors,87,Box Score,,20092,,0
Tue Feb 14 2012,7:30p,San Antonio Spurs,99,Detroit Pistons,95,Box Score,,11533,,0
Tue Feb 14 2012,8:00p,Sacramento Kings,115,Chicago Bulls,121,Box Score,,21936,,1
Tue Feb 14 2012,8:00p,Houston Rockets,83,Memphis Grizzlies,93,Box Score,,13042,,1
Tue Feb 14 2012,8:00p,Utah Jazz,85,Oklahoma City Thunder,111,Box Score,,18203,,1
Tue Feb 14 2012,9:00p,Phoenix Suns,92,Denver Nuggets,109,Box Score,,17873,,1
Tue Feb 14 2012,10:00p,Washington Wizards,124,Portland Trail Blazers,109,Box Score,,20558,,0
Tue Feb 14 2012,10:30p,Atlanta Hawks,78,Los Angeles Lakers,86,Box Score,,18997,,1
Wed Feb 15 2012,7:00p,Philadelphia 76ers,87,Orlando Magic,103,Box Score,,18846,,1
Wed Feb 15 2012,7:00p,San Antonio Spurs,113,Toronto Raptors,106,Box Score,,15999,,0
Wed Feb 15 2012,7:30p,Detroit Pistons,98,Boston Celtics,88,Box Score,,18624,,0
Wed Feb 15 2012,7:30p,Indiana Pacers,87,Cleveland Cavaliers,98,Box Score,,12712,,1
Wed Feb 15 2012,7:30p,Memphis Grizzlies,105,New Jersey Nets,100,Box Score,,10885,,0
Wed Feb 15 2012,7:30p,Sacramento Kings,85,New York Knicks,100,Box Score,,19763,,1
Wed Feb 15 2012,8:00p,Oklahoma City Thunder,95,Houston Rockets,96,Box Score,,18274,,1
Wed Feb 15 2012,8:00p,New Orleans Hornets,92,Milwaukee Bucks,89,Box Score,,12829,,0
Wed Feb 15 2012,8:00p,Charlotte Bobcats,90,Minnesota Timberwolves,102,Box Score,,15139,,1
Wed Feb 15 2012,8:30p,Denver Nuggets,84,Dallas Mavericks,102,Box Score,,20075,,1
Wed Feb 15 2012,9:00p,Atlanta Hawks,101,Phoenix Suns,99,Box Score,,15392,,0
Wed Feb 15 2012,10:00p,Portland Trail Blazers,93,Golden State Warriors,91,Box Score,,17934,,0
Wed Feb 15 2012,10:30p,Washington Wizards,84,Los Angeles Clippers,102,Box Score,,19135,,1
Thu Feb 16 2012,7:00p,New Jersey Nets,88,Indiana Pacers,93,Box Score,,11117,,1
Thu Feb 16 2012,8:00p,Boston Celtics,80,Chicago Bulls,89,Box Score,,22592,,1
Thu Feb 16 2012,10:30p,Los Angeles Clippers,74,Portland Trail Blazers,71,Box Score,,20665,,0
Fri Feb 17 2012,7:00p,Milwaukee Bucks,85,Orlando Magic,94,Box Score,,18846,,1
Fri Feb 17 2012,7:00p,Charlotte Bobcats,98,Toronto Raptors,91,Box Score,,15575,,0
Fri Feb 17 2012,7:30p,Miami Heat,111,Cleveland Cavaliers,87,Box Score,,20562,,0
Fri Feb 17 2012,7:30p,Sacramento Kings,108,Detroit Pistons,114,Box Score,,14686,,1
Fri Feb 17 2012,8:00p,Minnesota Timberwolves,111,Houston Rockets,98,Box Score,,16836,,0
Fri Feb 17 2012,8:00p,Denver Nuggets,102,Memphis Grizzlies,103,Box Score,,15201,,1
Fri Feb 17 2012,8:00p,New Orleans Hornets,89,New York Knicks,85,Box Score,,19763,,0
Fri Feb 17 2012,8:00p,Golden State Warriors,87,Oklahoma City Thunder,110,Box Score,,18203,,1
Fri Feb 17 2012,8:00p,Dallas Mavericks,82,Philadelphia 76ers,75,Box Score,,19369,,0
Fri Feb 17 2012,9:00p,Washington Wizards,100,Utah Jazz,114,Box Score,,18719,,1
Fri Feb 17 2012,10:30p,Phoenix Suns,99,Los Angeles Lakers,111,Box Score,,18997,,1
Sat Feb 18 2012,3:30p,San Antonio Spurs,103,Los Angeles Clippers,100,Box Score,OT,19217,,0
Sat Feb 18 2012,4:00p,New Jersey Nets,97,Chicago Bulls,85,Box Score,,22300,,0
Sat Feb 18 2012,8:00p,Golden State Warriors,103,Memphis Grizzlies,104,Box Score,,17151,,1
Sat Feb 18 2012,10:00p,Atlanta Hawks,77,Portland Trail Blazers,97,Box Score,,20635,,1
Sun Feb 19 2012,1:00p,Dallas Mavericks,97,New York Knicks,104,Box Score,,19763,,1
Sun Feb 19 2012,3:30p,Orlando Magic,78,Miami Heat,90,Box Score,,20185,,1
Sun Feb 19 2012,6:00p,Sacramento Kings,92,Cleveland Cavaliers,93,Box Score,,16812,,1
Sun Feb 19 2012,6:00p,Boston Celtics,81,Detroit Pistons,96,Box Score,,22076,,1
Sun Feb 19 2012,6:00p,Charlotte Bobcats,73,Indiana Pacers,108,Box Score,,11673,,1
Sun Feb 19 2012,7:00p,Utah Jazz,85,Houston Rockets,101,Box Score,,16764,,1
Sun Feb 19 2012,7:00p,Philadelphia 76ers,91,Minnesota Timberwolves,92,Box Score,,18759,,1
Sun Feb 19 2012,7:00p,Milwaukee Bucks,92,New Jersey Nets,85,Box Score,,15262,,0
Sun Feb 19 2012,8:00p,Denver Nuggets,118,Oklahoma City Thunder,124,Box Score,OT,18203,,1
Sun Feb 19 2012,8:00p,Los Angeles Lakers,90,Phoenix Suns,102,Box Score,,18023,,1
Mon Feb 20 2012,4:00p,Atlanta Hawks,79,Chicago Bulls,90,Box Score,,22033,,1
Mon Feb 20 2012,7:30p,New Jersey Nets,100,New York Knicks,92,Box Score,,19763,,0
Mon Feb 20 2012,8:00p,Boston Celtics,73,Dallas Mavericks,89,Box Score,,20364,,1
Mon Feb 20 2012,8:00p,Memphis Grizzlies,93,Houston Rockets,97,Box Score,,12525,,1
Mon Feb 20 2012,8:00p,Orlando Magic,93,Milwaukee Bucks,90,Box Score,,13143,,0
Mon Feb 20 2012,8:00p,New Orleans Hornets,93,Oklahoma City Thunder,101,Box Score,,18203,,1
Mon Feb 20 2012,9:00p,Minnesota Timberwolves,101,Denver Nuggets,103,Box Score,OT,17263,,1
Mon Feb 20 2012,9:00p,Washington Wizards,88,Phoenix Suns,104,Box Score,,13921,,1
Mon Feb 20 2012,9:00p,San Antonio Spurs,106,Utah Jazz,102,Box Score,,19105,,0
Mon Feb 20 2012,10:30p,Los Angeles Clippers,97,Golden State Warriors,104,Box Score,,19596,,1
Mon Feb 20 2012,10:30p,Portland Trail Blazers,92,Los Angeles Lakers,103,Box Score,,18997,,1
Tue Feb 21 2012,7:00p,Detroit Pistons,100,Cleveland Cavaliers,101,Box Score,,13459,,1
Tue Feb 21 2012,7:00p,New Orleans Hornets,108,Indiana Pacers,117,Box Score,OT,10508,,1
Tue Feb 21 2012,7:30p,Sacramento Kings,108,Miami Heat,120,Box Score,,20068,,1
Tue Feb 21 2012,8:00p,Philadelphia 76ers,76,Memphis Grizzlies,89,Box Score,,14258,,1
Tue Feb 21 2012,10:00p,San Antonio Spurs,97,Portland Trail Blazers,137,Box Score,,20567,,1
Wed Feb 22 2012,7:00p,Indiana Pacers,102,Charlotte Bobcats,88,Box Score,,13458,,0
Wed Feb 22 2012,7:00p,New Orleans Hornets,89,Cleveland Cavaliers,84,Box Score,,13529,,0
Wed Feb 22 2012,7:00p,Boston Celtics,104,Oklahoma City Thunder,119,Box Score,,18203,,1
Wed Feb 22 2012,7:00p,Detroit Pistons,93,Toronto Raptors,103,Box Score,,17125,,1
Wed Feb 22 2012,7:00p,Sacramento Kings,115,Washington Wizards,107,Box Score,,17085,,0
Wed Feb 22 2012,7:30p,Orlando Magic,108,New Jersey Nets,91,Box Score,,15364,,0
Wed Feb 22 2012,7:30p,Atlanta Hawks,82,New York Knicks,99,Box Score,,19763,,1
Wed Feb 22 2012,8:00p,Milwaukee Bucks,91,Chicago Bulls,110,Box Score,,21507,,1
Wed Feb 22 2012,8:00p,Philadelphia 76ers,87,Houston Rockets,93,Box Score,,12820,,1
Wed Feb 22 2012,8:00p,Utah Jazz,98,Minnesota Timberwolves,100,Box Score,,18776,,1
Wed Feb 22 2012,9:00p,Golden State Warriors,106,Phoenix Suns,104,Box Score,,14558,,0
Wed Feb 22 2012,9:30p,Los Angeles Lakers,96,Dallas Mavericks,91,Box Score,,20577,,0
Wed Feb 22 2012,10:30p,Denver Nuggets,95,Los Angeles Clippers,103,Box Score,,19163,,1
Thu Feb 23 2012,7:00p,New York Knicks,88,Miami Heat,102,Box Score,,20197,,1
Thu Feb 23 2012,7:30p,Orlando Magic,78,Atlanta Hawks,83,Box Score,,14523,,1
Thu Feb 23 2012,9:00p,San Antonio Spurs,114,Denver Nuggets,99,Box Score,,18875,,0
Thu Feb 23 2012,9:30p,Los Angeles Lakers,85,Oklahoma City Thunder,100,Box Score,,18203,,1
Tue Feb 28 2012,7:00p,Boston Celtics,86,Cleveland Cavaliers,83,Box Score,,15971,,0
Tue Feb 28 2012,7:00p,Golden State Warriors,78,Indiana Pacers,102,Box Score,,12111,,1
Tue Feb 28 2012,7:30p,Philadelphia 76ers,97,Detroit Pistons,68,Box Score,,11916,,0
Tue Feb 28 2012,8:00p,New Orleans Hornets,95,Chicago Bulls,99,Box Score,,21919,,1
Tue Feb 28 2012,8:00p,Toronto Raptors,85,Houston Rockets,88,Box Score,,13337,,1
Tue Feb 28 2012,8:00p,Washington Wizards,118,Milwaukee Bucks,119,Box Score,,13548,,1
Tue Feb 28 2012,8:30p,New Jersey Nets,93,Dallas Mavericks,92,Box Score,,20170,,0
Tue Feb 28 2012,10:00p,Utah Jazz,96,Sacramento Kings,103,Box Score,,13896,,1
Tue Feb 28 2012,10:30p,Minnesota Timberwolves,109,Los Angeles Clippers,97,Box Score,,19243,,0
Wed Feb 29 2012,7:00p,Oklahoma City Thunder,92,Philadelphia 76ers,88,Box Score,,19746,,0
Wed Feb 29 2012,7:00p,Orlando Magic,102,Washington Wizards,95,Box Score,,18688,,0
Wed Feb 29 2012,7:30p,Golden State Warriors,85,Atlanta Hawks,82,Box Score,,13049,,0
Wed Feb 29 2012,7:30p,Milwaukee Bucks,96,Boston Celtics,102,Box Score,,18624,,1
Wed Feb 29 2012,7:30p,Charlotte Bobcats,94,Detroit Pistons,109,Box Score,,14534,,1
Wed Feb 29 2012,7:30p,Cleveland Cavaliers,103,New York Knicks,120,Box Score,,19763,,1
Wed Feb 29 2012,8:00p,Dallas Mavericks,85,Memphis Grizzlies,96,Box Score,,17023,,1
Wed Feb 29 2012,8:00p,Toronto Raptors,95,New Orleans Hornets,84,Box Score,,14527,,0
Wed Feb 29 2012,9:00p,Portland Trail Blazers,95,Denver Nuggets,104,Box Score,,15715,,1
Wed Feb 29 2012,9:00p,Chicago Bulls,96,San Antonio Spurs,89,Box Score,,18581,,0
Wed Feb 29 2012,9:00p,Houston Rockets,83,Utah Jazz,104,Box Score,,18816,,1
Wed Feb 29 2012,10:30p,Minnesota Timberwolves,85,Los Angeles Lakers,104,Box Score,,18997,,1
Thu Mar 1 2012,8:00p,Oklahoma City Thunder,105,Orlando Magic,102,Box Score,,18846,,0
Thu Mar 1 2012,9:00p,Minnesota Timberwolves,95,Phoenix Suns,104,Box Score,,15071,,1
Thu Mar 1 2012,10:00p,Los Angeles Clippers,108,Sacramento Kings,100,Box Score,,15512,,0
Thu Mar 1 2012,10:30p,Miami Heat,107,Portland Trail Blazers,93,Box Score,,20597,,0
Fri Mar 2 2012,7:00p,Memphis Grizzlies,102,Toronto Raptors,99,Box Score,,17168,,0
Fri Mar 2 2012,7:30p,Milwaukee Bucks,94,Atlanta Hawks,99,Box Score,,13311,,1
Fri Mar 2 2012,7:30p,New Jersey Nets,94,Boston Celtics,107,Box Score,,18624,,1
Fri Mar 2 2012,7:30p,Chicago Bulls,112,Cleveland Cavaliers,91,Box Score,,20562,,0
Fri Mar 2 2012,8:00p,Denver Nuggets,117,Houston Rockets,105,Box Score,,16879,,0
Fri Mar 2 2012,8:00p,Dallas Mavericks,92,New Orleans Hornets,97,Box Score,,15568,,1
Fri Mar 2 2012,8:00p,Golden State Warriors,83,Philadelphia 76ers,105,Box Score,,18323,,1
Fri Mar 2 2012,8:30p,Charlotte Bobcats,72,San Antonio Spurs,102,Box Score,,18581,,1
Fri Mar 2 2012,9:00p,Miami Heat,98,Utah Jazz,99,Box Score,,19911,,1
Fri Mar 2 2012,10:30p,Sacramento Kings,107,Los Angeles Lakers,115,Box Score,,18997,,1
Fri Mar 2 2012,10:30p,Los Angeles Clippers,78,Phoenix Suns,81,Box Score,,18091,,1
Sat Mar 3 2012,7:00p,Oklahoma City Thunder,90,Atlanta Hawks,97,Box Score,,18087,,1
Sat Mar 3 2012,7:00p,Milwaukee Bucks,98,Orlando Magic,114,Box Score,,18846,,1
Sat Mar 3 2012,7:00p,Cleveland Cavaliers,98,Washington Wizards,101,Box Score,,17759,,1
Sat Mar 3 2012,8:00p,Detroit Pistons,83,Memphis Grizzlies,100,Box Score,,17569,,1
Sat Mar 3 2012,8:00p,Indiana Pacers,102,New Orleans Hornets,84,Box Score,,16379,,0
Sat Mar 3 2012,8:30p,Utah Jazz,96,Dallas Mavericks,102,Box Score,,20560,,1
Sat Mar 3 2012,10:00p,Minnesota Timberwolves,122,Portland Trail Blazers,110,Box Score,,20644,,0
Sun Mar 4 2012,1:00p,New York Knicks,111,Boston Celtics,115,Box Score,OT,18624,,1
Sun Mar 4 2012,3:30p,Miami Heat,83,Los Angeles Lakers,93,Box Score,,18997,,1
Sun Mar 4 2012,6:00p,New Jersey Nets,104,Charlotte Bobcats,101,Box Score,,13564,,0
Sun Mar 4 2012,6:00p,Golden State Warriors,75,Toronto Raptors,83,Box Score,,18056,,1
Sun Mar 4 2012,7:00p,Los Angeles Clippers,105,Houston Rockets,103,Box Score,OT,16646,,0
Sun Mar 4 2012,7:00p,Chicago Bulls,96,Philadelphia 76ers,91,Box Score,,19683,,0
Sun Mar 4 2012,8:00p,Sacramento Kings,88,Phoenix Suns,96,Box Score,,15026,,1
Sun Mar 4 2012,9:30p,Denver Nuggets,99,San Antonio Spurs,94,Box Score,,18581,,0
Mon Mar 5 2012,7:00p,Utah Jazz,109,Cleveland Cavaliers,100,Box Score,,13190,,0
Mon Mar 5 2012,7:00p,Orlando Magic,92,Toronto Raptors,88,Box Score,,15392,,0
Mon Mar 5 2012,7:00p,Golden State Warriors,120,Washington Wizards,100,Box Score,,17843,,0
Mon Mar 5 2012,8:00p,Indiana Pacers,72,Chicago Bulls,92,Box Score,,22106,,1
Mon Mar 5 2012,8:00p,Philadelphia 76ers,93,Milwaukee Bucks,97,Box Score,,12315,,1
Mon Mar 5 2012,8:00p,Los Angeles Clippers,94,Minnesota Timberwolves,95,Box Score,,19509,,1
Mon Mar 5 2012,8:00p,Dallas Mavericks,91,Oklahoma City Thunder,95,Box Score,,18203,,1
Mon Mar 5 2012,9:00p,Sacramento Kings,116,Denver Nuggets,119,Box Score,OT,14823,,1
Mon Mar 5 2012,10:00p,New Orleans Hornets,74,Portland Trail Blazers,86,Box Score,,20520,,1
Tue Mar 6 2012,7:00p,Orlando Magic,84,Charlotte Bobcats,100,Box Score,,13110,,1
Tue Mar 6 2012,7:00p,Atlanta Hawks,101,Indiana Pacers,96,Box Score,,11393,,0
Tue Mar 6 2012,7:30p,Houston Rockets,92,Boston Celtics,97,Box Score,OT,18624,,1
Tue Mar 6 2012,7:30p,Los Angeles Lakers,85,Detroit Pistons,88,Box Score,OT,22076,,1
Tue Mar 6 2012,7:30p,New Jersey Nets,78,Miami Heat,108,Box Score,,19600,,1
Tue Mar 6 2012,8:30p,New York Knicks,85,Dallas Mavericks,95,Box Score,,20605,,1
Wed Mar 7 2012,7:00p,Utah Jazz,99,Charlotte Bobcats,93,Box Score,,10891,,0
Wed Mar 7 2012,7:00p,Boston Celtics,71,Philadelphia 76ers,103,Box Score,,18508,,1
Wed Mar 7 2012,7:00p,Houston Rockets,98,Toronto Raptors,116,Box Score,,14597,,1
Wed Mar 7 2012,7:00p,Los Angeles Lakers,101,Washington Wizards,106,Box Score,,20282,,1
Wed Mar 7 2012,7:30p,Atlanta Hawks,86,Miami Heat,89,Box Score,,20018,,1
Wed Mar 7 2012,8:00p,Chicago Bulls,106,Milwaukee Bucks,104,Box Score,,15389,,0
Wed Mar 7 2012,8:00p,Portland Trail Blazers,94,Minnesota Timberwolves,106,Box Score,,17118,,1
Wed Mar 7 2012,8:00p,Los Angeles Clippers,100,New Jersey Nets,101,Box Score,,18711,,1
Wed Mar 7 2012,8:00p,Phoenix Suns,104,Oklahoma City Thunder,115,Box Score,,18203,,1
Wed Mar 7 2012,8:30p,New York Knicks,105,San Antonio Spurs,118,Box Score,,18581,,1
Wed Mar 7 2012,9:00p,Cleveland Cavaliers,100,Denver Nuggets,99,Box Score,,15816,,0
Wed Mar 7 2012,10:00p,New Orleans Hornets,98,Sacramento Kings,99,Box Score,,13487,,1
Wed Mar 7 2012,10:30p,Memphis Grizzlies,110,Golden State Warriors,92,Box Score,,19171,,0
Thu Mar 8 2012,8:00p,Orlando Magic,99,Chicago Bulls,94,Box Score,,22127,,0
Thu Mar 8 2012,10:30p,Dallas Mavericks,94,Phoenix Suns,96,Box Score,,15498,,1
Fri Mar 9 2012,7:00p,New Jersey Nets,83,Charlotte Bobcats,74,Box Score,,14672,,0
Fri Mar 9 2012,7:00p,Utah Jazz,91,Philadelphia 76ers,104,Box Score,,18512,,1
Fri Mar 9 2012,7:30p,Portland Trail Blazers,86,Boston Celtics,104,Box Score,,18624,,1
Fri Mar 9 2012,7:30p,Atlanta Hawks,85,Detroit Pistons,86,Box Score,,15503,,1
Fri Mar 9 2012,8:00p,Los Angeles Lakers,105,Minnesota Timberwolves,102,Box Score,,20164,,0
Fri Mar 9 2012,8:00p,Cleveland Cavaliers,96,Oklahoma City Thunder,90,Box Score,,18203,,0
Fri Mar 9 2012,8:30p,New York Knicks,114,Milwaukee Bucks,119,Box Score,,18717,,1
Fri Mar 9 2012,8:30p,Los Angeles Clippers,120,San Antonio Spurs,108,Box Score,,18581,,0
Fri Mar 9 2012,9:00p,New Orleans Hornets,97,Denver Nuggets,110,Box Score,,19155,,1
Fri Mar 9 2012,10:00p,Dallas Mavericks,97,Sacramento Kings,110,Box Score,,16857,,1
Sat Mar 10 2012,7:00p,Portland Trail Blazers,110,Washington Wizards,99,Box Score,,18071,,0
Sat Mar 10 2012,7:30p,Toronto Raptors,86,Detroit Pistons,105,Box Score,,16090,,1
Sat Mar 10 2012,7:30p,Indiana Pacers,91,Miami Heat,93,Box Score,OT,20154,,1
Sat Mar 10 2012,8:00p,Utah Jazz,97,Chicago Bulls,111,Box Score,,22158,,1
Sat Mar 10 2012,8:00p,New Orleans Hornets,95,Minnesota Timberwolves,89,Box Score,,20123,,0
Sat Mar 10 2012,8:00p,Houston Rockets,112,New Jersey Nets,106,Box Score,,14834,,0
Sat Mar 10 2012,8:00p,Charlotte Bobcats,95,Oklahoma City Thunder,122,Box Score,,18203,,1
Sat Mar 10 2012,9:00p,Memphis Grizzlies,91,Phoenix Suns,98,Box Score,,16350,,1
Sat Mar 10 2012,10:30p,Dallas Mavericks,87,Golden State Warriors,111,Box Score,,19596,,1
Sun Mar 11 2012,12:00p,Philadelphia 76ers,106,New York Knicks,94,Box Score,,19763,,0
Sun Mar 11 2012,3:30p,Boston Celtics,94,Los Angeles Lakers,97,Box Score,,18997,,1
Sun Mar 11 2012,6:00p,Houston Rockets,107,Cleveland Cavaliers,118,Box Score,,17662,,1
Sun Mar 11 2012,6:00p,Indiana Pacers,94,Orlando Magic,107,Box Score,,18846,,1
Sun Mar 11 2012,6:00p,Milwaukee Bucks,105,Toronto Raptors,99,Box Score,,17316,,0
Sun Mar 11 2012,8:00p,Memphis Grizzlies,94,Denver Nuggets,91,Box Score,,17737,,0
Sun Mar 11 2012,9:00p,Atlanta Hawks,106,Sacramento Kings,99,Box Score,,13976,,0
Sun Mar 11 2012,9:30p,Golden State Warriors,97,Los Angeles Clippers,93,Box Score,,19183,,0
Mon Mar 12 2012,7:30p,Milwaukee Bucks,105,New Jersey Nets,99,Box Score,,12930,,0
Mon Mar 12 2012,8:00p,New York Knicks,99,Chicago Bulls,104,Box Score,,22863,,1
Mon Mar 12 2012,8:00p,Charlotte Bobcats,73,New Orleans Hornets,71,Box Score,,15254,,0
Mon Mar 12 2012,8:30p,Washington Wizards,97,San Antonio Spurs,112,Box Score,,18581,,1
Mon Mar 12 2012,9:00p,Detroit Pistons,90,Utah Jazz,105,Box Score,,19393,,1
Mon Mar 12 2012,10:00p,Minnesota Timberwolves,127,Phoenix Suns,124,Box Score,,14568,,0
Mon Mar 12 2012,10:30p,Boston Celtics,94,Los Angeles Clippers,85,Box Score,,19464,,0
Tue Mar 13 2012,7:00p,Toronto Raptors,96,Cleveland Cavaliers,88,Box Score,,14203,,0
Tue Mar 13 2012,7:00p,Portland Trail Blazers,75,Indiana Pacers,92,Box Score,,10933,,1
Tue Mar 13 2012,7:00p,Miami Heat,98,Orlando Magic,104,Box Score,OT,18879,,1
Tue Mar 13 2012,8:00p,Los Angeles Lakers,116,Memphis Grizzlies,111,Box Score,2OT,18119,,0
Tue Mar 13 2012,8:00p,Houston Rockets,104,Oklahoma City Thunder,103,Box Score,,18203,,0
